domain,file,n_train,n_features,n_sparse,ks_mean,ks_pass,ks_total,tstr_f1,trts_f1,base_f1,gap
localrepair_var10_oo,17_features_timeseries_60_sec.csv,710,14,6,0.1976,4,14,0.4237,0.8772,0.4077,0.4535
localrepair_var10_oo,18_features_timeseries_60_sec.csv,710,14,6,0.172,4,14,0.4218,0.9093,0.4097,0.4875
localrepair_var10_oo,19_features_timeseries_60_sec.csv,710,14,6,0.2094,4,14,0.4097,0.898,0.3972,0.4882
localrepair_var10_oo,1_features_timeseries_60_sec.csv,710,14,6,0.2146,4,14,0.4077,0.984,0.4077,0.5763
localrepair_var10_oo,20_features_timeseries_60_sec.csv,710,14,6,0.2696,2,14,1.0,0.9144,1.0,0.0856
localrepair_var10_oo,2_features_timeseries_60_sec.csv,710,14,6,0.1916,2,14,1.0,0.9479,1.0,0.0521
localrepair_var10_oo,3_features_timeseries_60_sec.csv,710,14,6,0.2083,4,14,0.4237,0.9428,0.4178,0.5191
localrepair_var10_oo,4_features_timeseries_60_sec.csv,710,14,6,0.231,0,14,0.4352,0.9317,0.4295,0.4965
localrepair_var10_oo,5_features_timeseries_60_sec.csv,710,14,6,0.1737,4,14,0.4138,0.977,0.4097,0.5632
localrepair_var10_oo,6_features_timeseries_60_sec.csv,710,14,6,0.1838,4,14,0.4295,0.9185,0.4178,0.4889
localrepair_var10_oo,7_features_timeseries_60_sec.csv,710,14,6,0.1723,4,14,0.4178,0.9559,0.4056,0.5381
localrepair_var10_oo,8_features_timeseries_60_sec.csv,710,14,6,0.2509,4,14,0.4198,0.973,0.4198,0.5532
localrepair_var10_oo,9_features_timeseries_60_sec.csv,710,14,6,0.2007,0,14,1.0,0.977,1.0,0.023
localrepair_var15_base,10_features_timeseries_60_sec.csv,710,14,6,0.2047,4,14,1.0,1.0,1.0,0.0
localrepair_var15_base,11_features_timeseries_60_sec.csv,710,14,6,0.1661,4,14,1.0,1.0,1.0,0.0
localrepair_var15_base,12_features_timeseries_60_sec.csv,710,14,6,0.1651,4,14,1.0,1.0,1.0,0.0
localrepair_var15_base,13_features_timeseries_60_sec.csv,710,14,6,0.1438,4,14,1.0,1.0,1.0,0.0
localrepair_var15_base,14_features_timeseries_60_sec.csv,710,14,6,0.1538,4,14,1.0,1.0,1.0,0.0
localrepair_var15_base,15_features_timeseries_60_sec.csv,710,14,6,0.1717,4,14,1.0,1.0,1.0,0.0
localrepair_var15_base,16_features_timeseries_60_sec.csv,710,14,6,0.1668,4,14,1.0,1.0,1.0,0.0
localrepair_var15_base,17_features_timeseries_60_sec.csv,710,14,6,0.1593,4,14,1.0,1.0,1.0,0.0
localrepair_var15_base,18_features_timeseries_60_sec.csv,710,14,6,0.2075,0,14,1.0,0.9398,1.0,0.0602
localrepair_var15_base,19_features_timeseries_60_sec.csv,710,14,6,0.1677,4,14,1.0,1.0,1.0,0.0
localrepair_var15_base,1_features_timeseries_60_sec.csv,710,14,6,0.1704,4,14,1.0,1.0,1.0,0.0
localrepair_var15_base,20_features_timeseries_60_sec.csv,710,14,6,0.1417,4,14,1.0,1.0,1.0,0.0
localrepair_var15_base,2_features_timeseries_60_sec.csv,710,14,6,0.1449,4,14,1.0,0.9479,1.0,0.0521
localrepair_var15_base,3_features_timeseries_60_sec.csv,710,14,6,0.1944,0,14,1.0,0.996,1.0,0.004
localrepair_var15_base,4_features_timeseries_60_sec.csv,710,14,6,0.22,0,14,1.0,0.988,1.0,0.012
localrepair_var15_base,5_features_timeseries_60_sec.csv,710,14,6,0.1737,4,14,1.0,1.0,1.0,0.0
localrepair_var15_base,6_features_timeseries_60_sec.csv,710,14,6,0.1566,4,14,1.0,1.0,1.0,0.0
localrepair_var15_base,7_features_timeseries_60_sec.csv,710,14,6,0.1386,4,14,1.0,1.0,1.0,0.0
localrepair_var15_base,8_features_timeseries_60_sec.csv,710,14,6,0.2468,0,14,1.0,0.996,1.0,0.004
localrepair_var15_base,9_features_timeseries_60_sec.csv,710,14,6,0.2135,0,14,1.0,0.984,1.0,0.016
localrepair_var15_dec,10_features_timeseries_60_sec.csv,710,14,6,0.1633,4,14,1.0,1.0,1.0,0.0
localrepair_var15_dec,11_features_timeseries_60_sec.csv,710,14,6,0.1549,4,14,1.0,1.0,1.0,0.0
localrepair_var15_dec,12_features_timeseries_60_sec.csv,710,14,6,0.1603,4,14,1.0,1.0,1.0,0.0
localrepair_var15_dec,13_features_timeseries_60_sec.csv,710,14,6,0.187,4,14,1.0,1.0,1.0,0.0
localrepair_var15_dec,14_features_timeseries_60_sec.csv,710,14,6,0.1731,4,14,1.0,1.0,1.0,0.0
localrepair_var15_dec,15_features_timeseries_60_sec.csv,710,14,6,0.1502,2,14,1.0,0.994,1.0,0.006
localrepair_var15_dec,16_features_timeseries_60_sec.csv,710,14,6,0.1714,4,14,1.0,1.0,1.0,0.0
localrepair_var15_dec,17_features_timeseries_60_sec.csv,710,14,6,0.191,4,14,1.0,1.0,1.0,0.0
localrepair_var15_dec,18_features_timeseries_60_sec.csv,710,14,6,0.1302,4,14,1.0,0.985,1.0,0.015
localrepair_var15_dec,19_features_timeseries_60_sec.csv,710,14,6,0.1646,4,14,1.0,0.998,1.0,0.002
localrepair_var15_dec,1_features_timeseries_60_sec.csv,710,14,6,0.1207,4,14,1.0,0.989,1.0,0.011
localrepair_var15_dec,20_features_timeseries_60_sec.csv,710,14,6,0.1468,4,14,1.0,0.985,1.0,0.015
localrepair_var15_dec,2_features_timeseries_60_sec.csv,710,14,6,0.1721,4,14,1.0,1.0,1.0,0.0
localrepair_var15_dec,3_features_timeseries_60_sec.csv,710,14,6,0.199,4,14,1.0,1.0,1.0,0.0
localrepair_var15_dec,4_features_timeseries_60_sec.csv,710,14,6,0.1574,4,14,1.0,1.0,1.0,0.0
localrepair_var15_dec,5_features_timeseries_60_sec.csv,710,14,6,0.1721,4,14,1.0,1.0,1.0,0.0
localrepair_var15_dec,6_features_timeseries_60_sec.csv,710,14,6,0.1492,4,14,1.0,0.975,1.0,0.025
localrepair_var15_dec,7_features_timeseries_60_sec.csv,710,14,6,0.1514,4,14,1.0,1.0,1.0,0.0
localrepair_var15_dec,8_features_timeseries_60_sec.csv,710,14,6,0.1755,4,14,1.0,1.0,1.0,0.0
localrepair_var15_dec,9_features_timeseries_60_sec.csv,710,14,6,0.174,4,14,1.0,1.0,1.0,0.0
localrepair_var15_oo,10_features_timeseries_60_sec.csv,710,14,6,0.2046,0,14,1.0,0.992,1.0,0.008
localrepair_var15_oo,11_features_timeseries_60_sec.csv,710,14,6,0.1466,4,14,0.4237,0.9246,0.4056,0.5008
localrepair_var15_oo,12_features_timeseries_60_sec.csv,710,14,6,0.1706,4,14,0.4118,0.992,0.4077,0.5802
localrepair_var15_oo,13_features_timeseries_60_sec.csv,710,14,6,0.1755,4,14,0.4118,0.965,0.4056,0.5532
localrepair_var15_oo,14_features_timeseries_60_sec.csv,710,14,6,0.2154,0,14,0.4178,0.872,0.3929,0.4542
localrepair_var15_oo,15_features_timeseries_60_sec.csv,710,14,6,0.1751,4,14,0.4138,0.9327,0.3993,0.5189
localrepair_var15_oo,16_features_timeseries_60_sec.csv,710,14,6,0.159,4,14,0.4178,0.9276,0.4014,0.5098
localrepair_var15_oo,17_features_timeseries_60_sec.csv,710,14,6,0.1799,4,14,0.4158,0.9123,0.4035,0.4965
localrepair_var15_oo,18_features_timeseries_60_sec.csv,710,14,6,0.1916,4,14,0.4097,0.971,0.4035,0.5613
localrepair_var15_oo,19_features_timeseries_60_sec.csv,710,14,6,0.1778,0,14,0.4257,0.9123,0.4077,0.4867
localrepair_var15_oo,1_features_timeseries_60_sec.csv,710,14,6,0.2268,4,14,0.4077,0.982,0.4035,0.5743
localrepair_var15_oo,20_features_timeseries_60_sec.csv,710,14,6,0.2035,4,14,0.4077,0.99,0.4056,0.5823
localrepair_var15_oo,2_features_timeseries_60_sec.csv,710,14,6,0.202,0,14,0.4218,0.9123,0.4097,0.4906
localrepair_var15_oo,3_features_timeseries_60_sec.csv,710,14,6,0.1765,4,14,0.4138,0.964,0.4056,0.5502
localrepair_var15_oo,4_features_timeseries_60_sec.csv,710,14,6,0.1894,4,14,0.4257,0.8423,0.4056,0.4166
localrepair_var15_oo,5_features_timeseries_60_sec.csv,710,14,6,0.1715,4,14,0.4056,0.983,0.4056,0.5774
localrepair_var15_oo,6_features_timeseries_60_sec.csv,710,14,6,0.1691,4,14,0.4218,0.9317,0.4035,0.5099
localrepair_var15_oo,7_features_timeseries_60_sec.csv,710,14,6,0.1765,4,14,0.4138,0.98,0.4035,0.5662
localrepair_var15_oo,8_features_timeseries_60_sec.csv,710,14,6,0.166,4,14,0.4198,0.8938,0.3993,0.474
localrepair_var15_oo,9_features_timeseries_60_sec.csv,710,14,6,0.1788,4,14,0.4118,0.974,0.4077,0.5622
localrepair_var20_base,10_features_timeseries_60_sec.csv,710,14,6,0.1584,4,14,1.0,1.0,1.0,0.0
localrepair_var20_base,11_features_timeseries_60_sec.csv,710,14,6,0.1878,4,14,1.0,1.0,1.0,0.0
localrepair_var20_base,12_features_timeseries_60_sec.csv,710,14,6,0.1486,4,14,1.0,1.0,1.0,0.0
localrepair_var20_base,13_features_timeseries_60_sec.csv,710,14,6,0.1521,4,14,1.0,1.0,1.0,0.0
localrepair_var20_base,14_features_timeseries_60_sec.csv,710,14,6,0.2013,0,14,1.0,0.989,1.0,0.011
localrepair_var20_base,15_features_timeseries_60_sec.csv,710,14,6,0.1939,4,14,1.0,1.0,1.0,0.0
localrepair_var20_base,16_features_timeseries_60_sec.csv,710,14,6,0.1742,4,14,1.0,1.0,1.0,0.0
localrepair_var20_base,17_features_timeseries_60_sec.csv,710,14,6,0.1529,4,14,1.0,1.0,1.0,0.0
localrepair_var20_base,18_features_timeseries_60_sec.csv,710,14,6,0.1605,4,14,1.0,1.0,1.0,0.0
localrepair_var20_base,19_features_timeseries_60_sec.csv,710,14,4,0.2417,4,14,1.0,1.0,1.0,0.0
localrepair_var20_base,1_features_timeseries_60_sec.csv,710,14,6,0.1786,4,14,1.0,1.0,1.0,0.0
localrepair_var20_base,20_features_timeseries_60_sec.csv,710,14,6,0.2192,0,14,1.0,0.998,1.0,0.002
localrepair_var20_base,2_features_timeseries_60_sec.csv,710,14,4,0.2964,0,14,1.0,1.0,1.0,0.0
localrepair_var20_base,3_features_timeseries_60_sec.csv,710,14,6,0.1698,4,14,1.0,1.0,1.0,0.0
localrepair_var20_base,4_features_timeseries_60_sec.csv,710,14,4,0.2464,0,14,1.0,0.997,1.0,0.003
localrepair_var20_base,5_features_timeseries_60_sec.csv,710,14,6,0.2138,0,14,1.0,1.0,1.0,0.0
localrepair_var20_base,6_features_timeseries_60_sec.csv,710,14,6,0.1751,0,14,1.0,0.9599,1.0,0.0401
localrepair_var20_base,7_features_timeseries_60_sec.csv,710,14,6,0.1467,4,14,1.0,0.9144,1.0,0.0856
localrepair_var20_base,8_features_timeseries_60_sec.csv,710,14,6,0.3269,0,14,1.0,0.9367,1.0,0.0633
localrepair_var20_base,9_features_timeseries_60_sec.csv,710,14,6,0.1996,0,14,1.0,0.995,1.0,0.005
localrepair_var20_dec,10_features_timeseries_60_sec.csv,710,14,6,0.1862,4,14,1.0,1.0,1.0,0.0
localrepair_var20_dec,11_features_timeseries_60_sec.csv,710,14,6,0.1693,4,14,1.0,1.0,1.0,0.0
localrepair_var20_dec,12_features_timeseries_60_sec.csv,710,14,6,0.1812,4,14,1.0,1.0,1.0,0.0
localrepair_var20_dec,13_features_timeseries_60_sec.csv,710,14,6,0.1389,4,14,1.0,0.997,1.0,0.003
localrepair_var20_dec,14_features_timeseries_60_sec.csv,710,14,6,0.1557,2,14,1.0,0.993,1.0,0.007
localrepair_var20_dec,15_features_timeseries_60_sec.csv,710,14,6,0.1738,4,14,1.0,1.0,1.0,0.0
localrepair_var20_dec,16_features_timeseries_60_sec.csv,710,14,6,0.1849,4,14,1.0,1.0,1.0,0.0
localrepair_var20_dec,17_features_timeseries_60_sec.csv,710,14,6,0.1551,2,14,1.0,0.979,1.0,0.021
localrepair_var20_dec,18_features_timeseries_60_sec.csv,710,14,6,0.1552,4,14,1.0,0.999,1.0,0.001
localrepair_var20_dec,19_features_timeseries_60_sec.csv,710,14,6,0.1666,4,14,1.0,0.996,1.0,0.004
localrepair_var20_dec,1_features_timeseries_60_sec.csv,710,14,6,0.1801,4,14,1.0,1.0,1.0,0.0
localrepair_var20_dec,20_features_timeseries_60_sec.csv,710,14,6,0.1854,2,14,1.0,0.997,1.0,0.003
localrepair_var20_dec,2_features_timeseries_60_sec.csv,710,14,6,0.1562,4,14,1.0,1.0,1.0,0.0
localrepair_var20_dec,3_features_timeseries_60_sec.csv,710,14,6,0.1681,2,14,1.0,0.9589,1.0,0.0411
localrepair_var20_dec,4_features_timeseries_60_sec.csv,710,14,6,0.217,4,14,1.0,1.0,1.0,0.0
localrepair_var20_dec,5_features_timeseries_60_sec.csv,710,14,6,0.1928,4,14,1.0,1.0,1.0,0.0
localrepair_var20_dec,6_features_timeseries_60_sec.csv,710,14,6,0.1733,4,14,1.0,1.0,1.0,0.0
localrepair_var20_dec,7_features_timeseries_60_sec.csv,710,14,6,0.1315,4,14,1.0,0.997,1.0,0.003
localrepair_var20_dec,8_features_timeseries_60_sec.csv,710,14,6,0.1554,4,14,1.0,0.993,1.0,0.007
localrepair_var20_dec,9_features_timeseries_60_sec.csv,710,14,6,0.1771,4,14,1.0,0.998,1.0,0.002
localrepair_var20_oo,10_features_timeseries_60_sec.csv,710,14,6,0.191,4,14,0.4097,0.978,0.4056,0.5683
localrepair_var20_oo,11_features_timeseries_60_sec.csv,710,14,6,0.2321,0,14,1.0,0.986,1.0,0.014
localrepair_var20_oo,12_features_timeseries_60_sec.csv,710,14,6,0.1771,4,14,0.4178,0.9307,0.4056,0.5129
localrepair_var20_oo,13_features_timeseries_60_sec.csv,710,14,6,0.1525,4,14,0.4257,0.8593,0.4056,0.4336
localrepair_var20_oo,14_features_timeseries_60_sec.csv,710,14,6,0.2196,0,14,0.4925,0.966,0.4688,0.4734
localrepair_var20_oo,15_features_timeseries_60_sec.csv,710,14,6,0.1487,4,14,0.4569,0.9499,0.4352,0.493
localrepair_var20_oo,16_features_timeseries_60_sec.csv,710,14,6,0.1817,4,14,0.4158,0.971,0.4014,0.5552
localrepair_var20_oo,17_features_timeseries_60_sec.csv,710,14,6,0.178,4,14,0.4097,0.9479,0.3972,0.5381
localrepair_var20_oo,18_features_timeseries_60_sec.csv,710,14,6,0.1758,4,14,0.4014,0.9438,0.3907,0.5424
localrepair_var20_oo,19_features_timeseries_60_sec.csv,710,14,6,0.1986,0,14,0.4138,0.9509,0.4097,0.5371
localrepair_var20_oo,1_features_timeseries_60_sec.csv,710,14,6,0.1697,4,14,0.4158,0.9479,0.4014,0.5321
localrepair_var20_oo,20_features_timeseries_60_sec.csv,710,14,6,0.1683,4,14,0.4077,0.987,0.4035,0.5793
localrepair_var20_oo,2_features_timeseries_60_sec.csv,710,14,6,0.1658,4,14,0.4138,0.9276,0.4014,0.5138
localrepair_var20_oo,3_features_timeseries_60_sec.csv,710,14,6,0.1794,4,14,0.4138,0.9205,0.3972,0.5067
localrepair_var20_oo,4_features_timeseries_60_sec.csv,710,14,6,0.2077,4,14,0.4198,0.9256,0.3993,0.5058
localrepair_var20_oo,5_features_timeseries_60_sec.csv,710,14,6,0.18,4,14,0.4118,0.988,0.4138,0.5762
localrepair_var20_oo,6_features_timeseries_60_sec.csv,710,14,6,0.1648,2,14,0.4118,0.8855,0.3972,0.4738
localrepair_var20_oo,7_features_timeseries_60_sec.csv,710,14,6,0.1818,4,14,0.4158,0.9499,0.4077,0.5341
localrepair_var20_oo,8_features_timeseries_60_sec.csv,710,14,6,0.2069,2,14,0.4654,0.9256,0.4848,0.4602
localrepair_var20_oo,9_features_timeseries_60_sec.csv,710,14,6,0.189,4,14,0.4097,0.991,0.4035,0.5813
localrepair_var5_base,10_features_timeseries_60_sec.csv,710,14,6,0.2089,4,14,1.0,1.0,1.0,0.0
localrepair_var5_base,11_features_timeseries_60_sec.csv,710,14,12,0.2833,0,14,1.0,0.972,1.0,0.028
localrepair_var5_base,12_features_timeseries_60_sec.csv,710,14,6,0.3851,0,14,1.0,0.992,1.0,0.008
localrepair_var5_base,13_features_timeseries_60_sec.csv,710,14,6,0.3444,0,14,1.0,0.987,1.0,0.013
localrepair_var5_base,14_features_timeseries_60_sec.csv,710,14,6,0.2743,0,14,1.0,0.9629,1.0,0.0371
localrepair_var5_base,15_features_timeseries_60_sec.csv,710,14,6,0.2404,4,14,1.0,1.0,1.0,0.0
localrepair_var5_base,16_features_timeseries_60_sec.csv,710,14,6,0.2392,0,14,1.0,0.992,1.0,0.008
localrepair_var5_base,17_features_timeseries_60_sec.csv,710,14,6,0.2137,4,14,1.0,1.0,1.0,0.0
localrepair_var5_base,18_features_timeseries_60_sec.csv,710,14,6,0.2332,4,14,1.0,1.0,1.0,0.0
localrepair_var5_base,19_features_timeseries_60_sec.csv,710,14,6,0.2258,4,14,1.0,1.0,1.0,0.0
localrepair_var5_base,1_features_timeseries_60_sec.csv,710,14,6,0.2364,4,14,1.0,1.0,1.0,0.0
localrepair_var5_base,20_features_timeseries_60_sec.csv,710,14,12,0.2292,4,14,1.0,0.974,1.0,0.026
localrepair_var5_base,2_features_timeseries_60_sec.csv,710,14,6,0.282,0,14,1.0,0.984,1.0,0.016
localrepair_var5_base,3_features_timeseries_60_sec.csv,710,14,6,0.2524,4,14,1.0,1.0,1.0,0.0
localrepair_var5_base,4_features_timeseries_60_sec.csv,710,14,6,0.2365,4,14,1.0,1.0,1.0,0.0
localrepair_var5_base,5_features_timeseries_60_sec.csv,710,14,6,0.1998,4,14,1.0,1.0,1.0,0.0
localrepair_var5_base,6_features_timeseries_60_sec.csv,710,14,6,0.223,4,14,1.0,1.0,1.0,0.0
localrepair_var5_base,7_features_timeseries_60_sec.csv,710,14,6,0.2195,4,14,1.0,1.0,1.0,0.0
localrepair_var5_base,8_features_timeseries_60_sec.csv,710,14,6,0.2641,0,14,1.0,0.993,1.0,0.007
localrepair_var5_base,9_features_timeseries_60_sec.csv,710,14,6,0.2264,4,14,1.0,1.0,1.0,0.0
localrepair_var5_dec,10_features_timeseries_60_sec.csv,710,14,6,0.2086,4,14,1.0,1.0,1.0,0.0
localrepair_var5_dec,11_features_timeseries_60_sec.csv,710,14,12,0.2016,4,14,1.0,0.97,1.0,0.03
localrepair_var5_dec,12_features_timeseries_60_sec.csv,710,14,6,0.2259,4,14,1.0,1.0,1.0,0.0
localrepair_var5_dec,13_features_timeseries_60_sec.csv,710,14,6,0.2169,4,14,1.0,0.989,1.0,0.011
localrepair_var5_dec,14_features_timeseries_60_sec.csv,710,14,6,0.2163,4,14,1.0,1.0,1.0,0.0
localrepair_var5_dec,15_features_timeseries_60_sec.csv,710,14,6,0.2299,4,14,1.0,1.0,1.0,0.0
localrepair_var5_dec,16_features_timeseries_60_sec.csv,710,14,8,0.2725,4,14,1.0,1.0,1.0,0.0
localrepair_var5_dec,17_features_timeseries_60_sec.csv,710,14,6,0.2175,4,14,1.0,1.0,1.0,0.0
localrepair_var5_dec,18_features_timeseries_60_sec.csv,710,14,6,0.2293,4,14,1.0,1.0,1.0,0.0
localrepair_var5_dec,19_features_timeseries_60_sec.csv,710,14,6,0.2353,2,14,1.0,0.999,1.0,0.001
localrepair_var5_dec,1_features_timeseries_60_sec.csv,710,14,6,0.1985,4,14,1.0,0.988,1.0,0.012
localrepair_var5_dec,20_features_timeseries_60_sec.csv,710,14,12,0.2045,4,14,1.0,0.968,1.0,0.032
localrepair_var5_dec,2_features_timeseries_60_sec.csv,710,14,6,0.2131,4,14,1.0,1.0,1.0,0.0
localrepair_var5_dec,3_features_timeseries_60_sec.csv,710,14,6,0.1758,2,14,1.0,0.993,1.0,0.007
localrepair_var5_dec,4_features_timeseries_60_sec.csv,710,14,6,0.2582,4,14,1.0,1.0,1.0,0.0
localrepair_var5_dec,5_features_timeseries_60_sec.csv,710,14,6,0.1928,2,14,1.0,0.989,1.0,0.011
localrepair_var5_dec,6_features_timeseries_60_sec.csv,710,14,6,0.2142,4,14,1.0,1.0,1.0,0.0
localrepair_var5_dec,7_features_timeseries_60_sec.csv,710,14,6,0.248,4,14,1.0,1.0,1.0,0.0
localrepair_var5_dec,8_features_timeseries_60_sec.csv,710,14,6,0.2269,4,14,1.0,1.0,1.0,0.0
localrepair_var5_dec,9_features_timeseries_60_sec.csv,710,14,6,0.249,2,14,1.0,0.994,1.0,0.006
localrepair_var5_oo,10_features_timeseries_60_sec.csv,710,14,12,0.1909,4,14,0.4389,0.898,0.4178,0.459
localrepair_var5_oo,11_features_timeseries_60_sec.csv,710,14,12,0.2367,0,14,0.4178,0.8688,0.395,0.451
localrepair_var5_oo,12_features_timeseries_60_sec.csv,710,14,6,0.1895,4,14,0.4198,0.9569,0.4178,0.5371
localrepair_var5_oo,13_features_timeseries_60_sec.csv,710,14,12,0.2061,0,14,0.4408,0.8866,0.4257,0.4458
localrepair_var5_oo,14_features_timeseries_60_sec.csv,710,14,12,0.182,4,14,0.4426,0.8508,0.4218,0.4082
localrepair_var5_oo,15_features_timeseries_60_sec.csv,710,14,8,0.1763,4,14,0.4198,0.8876,0.4056,0.4678
localrepair_var5_oo,16_features_timeseries_60_sec.csv,710,14,12,0.2581,4,14,0.4408,0.8762,0.4178,0.4354
localrepair_var5_oo,17_features_timeseries_60_sec.csv,710,14,12,0.1765,4,14,0.4371,0.8845,0.4178,0.4474
localrepair_var5_oo,18_features_timeseries_60_sec.csv,710,14,6,0.2713,4,14,0.4237,0.9144,0.4138,0.4907
localrepair_var5_oo,19_features_timeseries_60_sec.csv,710,14,12,0.203,4,14,0.4371,0.8845,0.4198,0.4474
localrepair_var5_oo,1_features_timeseries_60_sec.csv,710,14,6,0.2684,0,14,0.4257,0.964,0.4218,0.5383
localrepair_var5_oo,20_features_timeseries_60_sec.csv,710,14,12,0.2199,4,14,0.4352,0.9052,0.4237,0.4699
localrepair_var5_oo,2_features_timeseries_60_sec.csv,710,14,6,0.227,4,14,0.4158,0.986,0.4178,0.5702
localrepair_var5_oo,3_features_timeseries_60_sec.csv,710,14,6,0.3505,0,14,0.4077,0.8793,0.3773,0.4716
localrepair_var5_oo,4_features_timeseries_60_sec.csv,710,14,12,0.2442,0,14,0.4295,0.9093,0.4295,0.4797
localrepair_var5_oo,5_features_timeseries_60_sec.csv,710,14,12,0.1951,0,14,0.4408,0.9195,0.4333,0.4787
localrepair_var5_oo,6_features_timeseries_60_sec.csv,710,14,6,0.3569,0,14,0.4218,0.872,0.4077,0.4502
localrepair_var5_oo,7_features_timeseries_60_sec.csv,710,14,6,0.2107,4,14,0.4218,0.9,0.4138,0.4783
localrepair_var5_oo,8_features_timeseries_60_sec.csv,710,14,12,0.1988,4,14,0.4389,0.8762,0.4257,0.4372
localrepair_var5_oo,9_features_timeseries_60_sec.csv,710,14,12,0.1977,4,14,0.4389,0.8657,0.4237,0.4267
worstparent_var10_base,10_features_timeseries_60_sec.csv,710,14,6,0.1882,4,14,0.3796,1.0,0.3796,0.6204
worstparent_var10_base,11_features_timeseries_60_sec.csv,710,14,6,0.4889,0,14,1.0,0.998,1.0,0.002
worstparent_var10_base,12_features_timeseries_60_sec.csv,710,14,6,0.2905,2,14,1.0,0.9428,1.0,0.0572
worstparent_var10_base,13_features_timeseries_60_sec.csv,710,14,10,0.1658,4,14,1.0,1.0,1.0,0.0
worstparent_var10_base,14_features_timeseries_60_sec.csv,710,14,12,0.1754,2,14,1.0,0.9599,1.0,0.0401
worstparent_var10_base,15_features_timeseries_60_sec.csv,710,14,8,0.1542,4,14,1.0,0.995,1.0,0.005
worstparent_var10_base,16_features_timeseries_60_sec.csv,710,14,12,0.5745,2,14,1.0,0.9428,1.0,0.0572
worstparent_var10_base,17_features_timeseries_60_sec.csv,710,14,6,0.206,4,14,1.0,1.0,1.0,0.0
worstparent_var10_base,18_features_timeseries_60_sec.csv,710,14,12,0.2195,4,14,1.0,0.997,1.0,0.003
worstparent_var10_base,19_features_timeseries_60_sec.csv,710,14,6,0.3856,0,14,1.0,1.0,1.0,0.0
worstparent_var10_base,1_features_timeseries_60_sec.csv,710,14,12,0.2166,4,14,1.0,0.987,1.0,0.013
worstparent_var10_base,20_features_timeseries_60_sec.csv,710,14,6,0.217,4,14,0.3173,0.3333,0.0,0.0161
worstparent_var10_base,2_features_timeseries_60_sec.csv,710,14,6,0.1862,4,14,1.0,1.0,1.0,0.0
worstparent_var10_base,3_features_timeseries_60_sec.csv,710,14,8,0.1335,4,14,1.0,1.0,1.0,0.0
worstparent_var10_base,4_features_timeseries_60_sec.csv,710,14,6,0.3411,0,14,1.0,0.999,0.491,0.001
worstparent_var10_base,5_features_timeseries_60_sec.csv,710,14,6,0.1894,4,14,1.0,1.0,1.0,0.0
worstparent_var10_base,6_features_timeseries_60_sec.csv,710,14,8,0.1486,4,14,1.0,0.993,1.0,0.007
worstparent_var10_base,7_features_timeseries_60_sec.csv,710,14,6,0.1956,4,14,1.0,0.988,0.488,0.012
worstparent_var10_base,8_features_timeseries_60_sec.csv,710,14,8,0.4498,2,14,1.0,0.967,1.0,0.033
worstparent_var10_base,9_features_timeseries_60_sec.csv,710,14,6,0.5335,1,14,0.4769,0.9398,0.4753,0.4629
worstparent_var10_dec,10_features_timeseries_60_sec.csv,710,14,6,0.416,0,14,1.0,0.975,1.0,0.025
worstparent_var10_dec,11_features_timeseries_60_sec.csv,710,14,6,0.5898,0,14,0.491,0.988,0.497,0.497
worstparent_var10_dec,12_features_timeseries_60_sec.csv,710,14,6,0.2089,4,14,1.0,1.0,1.0,0.0
worstparent_var10_dec,13_features_timeseries_60_sec.csv,710,14,10,0.1735,4,14,1.0,1.0,1.0,0.0
worstparent_var10_dec,14_features_timeseries_60_sec.csv,710,14,6,0.4964,0,14,1.0,0.8918,1.0,0.1082
worstparent_var10_dec,15_features_timeseries_60_sec.csv,710,14,8,0.1403,4,14,1.0,0.998,1.0,0.002
worstparent_var10_dec,16_features_timeseries_60_sec.csv,710,14,12,0.5615,2,14,1.0,0.737,1.0,0.263
worstparent_var10_dec,17_features_timeseries_60_sec.csv,710,14,6,0.1781,4,14,1.0,1.0,1.0,0.0
worstparent_var10_dec,18_features_timeseries_60_sec.csv,710,14,6,0.2469,4,14,1.0,0.9072,1.0,0.0928
worstparent_var10_dec,19_features_timeseries_60_sec.csv,710,14,6,0.2097,4,14,1.0,0.997,1.0,0.003
worstparent_var10_dec,1_features_timeseries_60_sec.csv,710,14,12,0.2197,4,14,1.0,0.999,1.0,0.001
worstparent_var10_dec,20_features_timeseries_60_sec.csv,710,14,6,0.1862,4,14,0.4985,0.999,0.4801,0.5005
worstparent_var10_dec,2_features_timeseries_60_sec.csv,710,14,6,0.599,0,14,1.0,0.9174,1.0,0.0826
worstparent_var10_dec,3_features_timeseries_60_sec.csv,710,14,6,0.1806,4,14,1.0,1.0,1.0,0.0
worstparent_var10_dec,4_features_timeseries_60_sec.csv,710,14,6,0.223,4,14,1.0,1.0,1.0,0.0
worstparent_var10_dec,5_features_timeseries_60_sec.csv,710,14,6,0.19,4,14,0.4118,0.7175,0.3993,0.3057
worstparent_var10_dec,6_features_timeseries_60_sec.csv,710,14,6,0.5425,0,14,1.0,1.0,1.0,0.0
worstparent_var10_dec,7_features_timeseries_60_sec.csv,710,14,6,0.1821,4,14,1.0,0.985,1.0,0.015
worstparent_var10_dec,8_features_timeseries_60_sec.csv,710,14,8,0.1665,6,14,1.0,0.996,1.0,0.004
worstparent_var10_dec,9_features_timeseries_60_sec.csv,710,14,6,0.1606,4,14,1.0,1.0,1.0,0.0
