domain,file,n_train,n_features,n_sparse,ks_mean,ks_pass,ks_total,tstr_f1,trts_f1,base_f1,gap
blackhole_var10_base,10_features_timeseries_60_sec.csv,430,14,12,0.2108,4,14,1.0,0.999,1.0,0.001
blackhole_var10_base,11_features_timeseries_60_sec.csv,430,14,6,0.2017,4,14,0.3711,0.3333,0.0,0.0377
blackhole_var10_base,12_features_timeseries_60_sec.csv,430,14,12,0.2006,4,14,1.0,1.0,1.0,0.0
blackhole_var10_base,13_features_timeseries_60_sec.csv,430,14,6,0.2231,4,14,0.3289,0.3378,0.0385,0.0089
blackhole_var10_base,14_features_timeseries_60_sec.csv,430,14,6,0.2074,4,14,0.3631,0.3333,0.0,0.0297
blackhole_var10_base,15_features_timeseries_60_sec.csv,430,14,12,0.1899,4,14,1.0,1.0,1.0,0.0
blackhole_var10_base,16_features_timeseries_60_sec.csv,430,14,12,0.232,4,14,0.3631,0.3333,0.0,0.0297
blackhole_var10_base,17_features_timeseries_60_sec.csv,430,14,12,0.2222,4,14,0.2126,0.3333,0.0,0.1207
blackhole_var10_base,18_features_timeseries_60_sec.csv,430,14,12,0.2093,4,14,1.0,0.991,1.0,0.009
blackhole_var10_base,19_features_timeseries_60_sec.csv,430,14,6,0.1827,4,14,0.3548,0.3333,0.0,0.0215
blackhole_var10_base,1_features_timeseries_60_sec.csv,430,14,6,0.2031,4,14,0.3289,0.3333,0.0,0.0045
blackhole_var10_base,20_features_timeseries_60_sec.csv,430,14,7,0.1905,4,14,1.0,1.0,1.0,0.0
blackhole_var10_base,2_features_timeseries_60_sec.csv,430,14,8,0.1508,4,14,1.0,1.0,1.0,0.0
blackhole_var10_base,3_features_timeseries_60_sec.csv,430,14,6,0.1952,4,14,0.3711,0.3333,0.0,0.0377
blackhole_var10_base,4_features_timeseries_60_sec.csv,430,14,12,0.1981,4,14,0.0991,0.3333,0.0,0.2342
blackhole_var10_base,5_features_timeseries_60_sec.csv,430,14,12,0.2325,4,14,1.0,1.0,1.0,0.0
blackhole_var10_base,6_features_timeseries_60_sec.csv,430,14,6,0.1777,4,14,1.0,1.0,1.0,0.0
blackhole_var10_base,7_features_timeseries_60_sec.csv,430,14,10,0.2014,4,14,0.1736,0.3333,0.0,0.1598
blackhole_var10_base,8_features_timeseries_60_sec.csv,430,14,6,0.2137,4,14,1.0,1.0,1.0,0.0
blackhole_var10_base,9_features_timeseries_60_sec.csv,430,14,6,0.1761,4,14,1.0,1.0,1.0,0.0
blackhole_var10_dec,10_features_timeseries_60_sec.csv,436,14,10,0.1701,4,14,1.0,1.0,1.0,0.0
blackhole_var10_dec,11_features_timeseries_60_sec.csv,435,14,6,0.183,4,14,1.0,1.0,1.0,0.0
blackhole_var10_dec,12_features_timeseries_60_sec.csv,436,14,12,0.248,4,14,0.1969,0.3333,0.0,0.1365
blackhole_var10_dec,13_features_timeseries_60_sec.csv,435,14,6,0.1912,4,14,1.0,1.0,1.0,0.0
blackhole_var10_dec,14_features_timeseries_60_sec.csv,436,14,8,0.1484,5,14,0.0,0.967,0.0,0.967
blackhole_var10_dec,15_features_timeseries_60_sec.csv,436,14,12,0.1986,4,14,1.0,1.0,1.0,0.0
blackhole_var10_dec,16_features_timeseries_60_sec.csv,435,14,12,0.2089,4,14,0.3704,0.3333,0.0,0.037
blackhole_var10_dec,17_features_timeseries_60_sec.csv,435,14,12,0.203,4,14,1.0,1.0,1.0,0.0
blackhole_var10_dec,18_features_timeseries_60_sec.csv,436,14,10,0.2127,5,14,0.0,0.986,0.0,0.986
blackhole_var10_dec,19_features_timeseries_60_sec.csv,436,14,8,0.1415,4,14,1.0,1.0,1.0,0.0
blackhole_var10_dec,1_features_timeseries_60_sec.csv,436,14,6,0.1944,4,14,0.3544,0.3333,0.0,0.0211
blackhole_var10_dec,20_features_timeseries_60_sec.csv,436,14,6,0.1884,4,14,0.0,0.98,0.0,0.98
blackhole_var10_dec,2_features_timeseries_60_sec.csv,436,14,6,0.2093,4,14,0.2714,0.3333,0.0,0.0619
blackhole_var10_dec,3_features_timeseries_60_sec.csv,435,14,6,0.1738,4,14,1.0,1.0,1.0,0.0
blackhole_var10_dec,4_features_timeseries_60_sec.csv,435,14,12,0.2144,4,14,0.427,0.3333,0.0,0.0936
blackhole_var10_dec,5_features_timeseries_60_sec.csv,436,14,12,0.2095,4,14,1.0,1.0,1.0,0.0
blackhole_var10_dec,6_features_timeseries_60_sec.csv,435,14,6,0.1832,4,14,1.0,1.0,1.0,0.0
blackhole_var10_dec,7_features_timeseries_60_sec.csv,435,14,12,0.2152,4,14,1.0,0.999,1.0,0.001
blackhole_var10_dec,8_features_timeseries_60_sec.csv,435,14,6,0.219,4,14,1.0,0.3333,1.0,0.6667
blackhole_var10_dec,9_features_timeseries_60_sec.csv,435,14,6,0.1825,4,14,1.0,1.0,1.0,0.0
blackhole_var10_oo,10_features_timeseries_60_sec.csv,304,14,12,0.1943,4,14,0.2959,0.3333,0.0,0.0374
blackhole_var10_oo,11_features_timeseries_60_sec.csv,305,14,6,0.1989,4,14,0.4202,0.3333,0.0,0.0868
blackhole_var10_oo,12_features_timeseries_60_sec.csv,305,14,12,0.2895,4,14,0.2887,0.3333,0.0,0.0447
blackhole_var10_oo,13_features_timeseries_60_sec.csv,305,14,6,0.2145,4,14,0.4733,0.5512,0.31,0.0779
blackhole_var10_oo,14_features_timeseries_60_sec.csv,304,14,6,0.2082,4,14,0.4773,0.8709,0.25,0.3936
blackhole_var10_oo,15_features_timeseries_60_sec.csv,305,14,12,0.2265,4,14,0.2959,0.3333,0.0,0.0374
blackhole_var10_oo,16_features_timeseries_60_sec.csv,305,14,12,0.2387,4,14,1.0,0.4047,0.4298,0.5953
blackhole_var10_oo,17_features_timeseries_60_sec.csv,304,14,12,0.237,4,14,0.4733,0.3333,0.0,0.1399
blackhole_var10_oo,18_features_timeseries_60_sec.csv,305,14,8,0.1832,4,14,1.0,0.7321,0.4153,0.2679
blackhole_var10_oo,19_features_timeseries_60_sec.csv,305,14,6,0.2211,4,14,0.1039,0.3333,0.0,0.2294
blackhole_var10_oo,1_features_timeseries_60_sec.csv,304,14,8,0.2277,4,14,0.4103,0.3333,0.0,0.0769
blackhole_var10_oo,20_features_timeseries_60_sec.csv,304,14,6,0.2323,4,14,0.2959,0.3333,0.0,0.0374
blackhole_var10_oo,2_features_timeseries_60_sec.csv,304,14,6,0.1693,4,14,0.2887,0.3333,0.0,0.0447
blackhole_var10_oo,3_features_timeseries_60_sec.csv,305,14,6,0.2238,4,14,0.2737,0.3333,0.0,0.0596
blackhole_var10_oo,4_features_timeseries_60_sec.csv,305,14,12,0.2377,4,14,1.0,0.3333,0.0,0.6667
blackhole_var10_oo,5_features_timeseries_60_sec.csv,305,14,12,0.2561,4,14,1.0,0.3333,0.0,0.6667
blackhole_var10_oo,6_features_timeseries_60_sec.csv,305,14,6,0.1652,4,14,0.2887,0.3333,0.0,0.0447
blackhole_var10_oo,7_features_timeseries_60_sec.csv,305,14,12,0.2163,4,14,0.4773,0.3378,0.0921,0.1395
blackhole_var10_oo,8_features_timeseries_60_sec.csv,305,14,6,0.205,4,14,0.4153,0.3333,0.266,0.0819
blackhole_var10_oo,9_features_timeseries_60_sec.csv,305,14,6,0.2095,4,14,0.448,0.3333,0.0,0.1147
blackhole_var15_base,10_features_timeseries_60_sec.csv,430,14,6,0.1915,4,14,1.0,1.0,1.0,0.0
blackhole_var15_base,11_features_timeseries_60_sec.csv,430,14,6,0.1897,4,14,0.1597,0.3333,0.0,0.1737
blackhole_var15_base,12_features_timeseries_60_sec.csv,430,14,6,0.1723,4,14,1.0,1.0,1.0,0.0
blackhole_var15_base,13_features_timeseries_60_sec.csv,430,14,6,0.1681,4,14,1.0,1.0,1.0,0.0
blackhole_var15_base,14_features_timeseries_60_sec.csv,430,14,6,0.2061,4,14,0.3056,0.3333,0.0,0.0278
blackhole_var15_base,15_features_timeseries_60_sec.csv,430,14,6,0.2023,4,14,0.3151,0.3333,0.0,0.0183
blackhole_var15_base,16_features_timeseries_60_sec.csv,430,14,6,0.2224,4,14,0.2063,0.3333,0.0,0.127
blackhole_var15_base,17_features_timeseries_60_sec.csv,430,14,6,0.1262,4,14,0.0,0.8887,0.0,0.8887
blackhole_var15_base,18_features_timeseries_60_sec.csv,430,14,6,0.2165,4,14,1.0,1.0,1.0,0.0
blackhole_var15_base,19_features_timeseries_60_sec.csv,430,14,6,0.2001,4,14,0.3056,0.3333,0.0,0.0278
blackhole_var15_base,1_features_timeseries_60_sec.csv,430,14,6,0.1928,4,14,0.2701,0.4848,0.1453,0.2147
blackhole_var15_base,20_features_timeseries_60_sec.csv,430,14,6,0.2282,4,14,0.3103,0.3333,0.0,0.023
blackhole_var15_base,2_features_timeseries_60_sec.csv,430,14,6,0.1989,4,14,0.3464,1.0,0.3464,0.6536
blackhole_var15_base,3_features_timeseries_60_sec.csv,430,14,6,0.2152,4,14,0.422,0.3333,0.2248,0.0886
blackhole_var15_base,4_features_timeseries_60_sec.csv,430,14,6,0.2086,4,14,1.0,1.0,1.0,0.0
blackhole_var15_base,5_features_timeseries_60_sec.csv,430,14,6,0.1831,4,14,1.0,0.3333,0.2,0.6667
blackhole_var15_base,6_features_timeseries_60_sec.csv,430,14,6,0.1792,4,14,0.2424,1.0,0.2424,0.7576
blackhole_var15_base,7_features_timeseries_60_sec.csv,430,14,6,0.2173,4,14,0.3464,0.3333,0.0,0.0131
blackhole_var15_base,8_features_timeseries_60_sec.csv,430,14,6,0.1959,4,14,1.0,1.0,1.0,0.0
blackhole_var15_base,9_features_timeseries_60_sec.csv,430,14,6,0.2088,4,14,1.0,1.0,1.0,0.0
blackhole_var15_dec,10_features_timeseries_60_sec.csv,436,14,6,0.2275,4,14,0.4426,0.3333,0.0,0.1093
blackhole_var15_dec,11_features_timeseries_60_sec.csv,436,14,6,0.1861,4,14,1.0,1.0,1.0,0.0
blackhole_var15_dec,12_features_timeseries_60_sec.csv,436,14,6,0.1989,4,14,0.3061,0.3333,0.0,0.0272
blackhole_var15_dec,13_features_timeseries_60_sec.csv,436,14,6,0.1768,4,14,1.0,1.0,1.0,0.0
blackhole_var15_dec,14_features_timeseries_60_sec.csv,435,14,6,0.1798,4,14,1.0,1.0,1.0,0.0
blackhole_var15_dec,15_features_timeseries_60_sec.csv,436,14,6,0.1967,4,14,0.1429,0.973,0.0973,0.8301
blackhole_var15_dec,16_features_timeseries_60_sec.csv,436,14,7,0.2246,4,14,1.0,0.998,1.0,0.002
blackhole_var15_dec,17_features_timeseries_60_sec.csv,436,14,6,0.2041,4,14,0.4104,0.3333,0.0,0.0771
blackhole_var15_dec,18_features_timeseries_60_sec.csv,436,14,6,0.2169,4,14,1.0,1.0,1.0,0.0
blackhole_var15_dec,19_features_timeseries_60_sec.csv,435,14,6,0.2104,4,14,0.495,1.0,0.4925,0.505
blackhole_var15_dec,1_features_timeseries_60_sec.csv,436,14,6,0.1977,4,14,0.2093,0.3333,0.0,0.124
blackhole_var15_dec,20_features_timeseries_60_sec.csv,435,14,6,0.1816,4,14,1.0,1.0,1.0,0.0
blackhole_var15_dec,2_features_timeseries_60_sec.csv,436,14,6,0.196,4,14,0.3154,1.0,0.3154,0.6846
blackhole_var15_dec,3_features_timeseries_60_sec.csv,436,14,6,0.1772,4,14,0.4138,0.988,0.4138,0.5742
blackhole_var15_dec,4_features_timeseries_60_sec.csv,435,14,6,0.226,4,14,0.184,0.3333,0.0,0.1493
blackhole_var15_dec,5_features_timeseries_60_sec.csv,436,14,6,0.187,4,14,1.0,1.0,1.0,0.0
blackhole_var15_dec,6_features_timeseries_60_sec.csv,435,14,6,0.1765,4,14,1.0,1.0,1.0,0.0
blackhole_var15_dec,7_features_timeseries_60_sec.csv,436,14,6,0.1985,4,14,1.0,1.0,1.0,0.0
blackhole_var15_dec,8_features_timeseries_60_sec.csv,436,14,6,0.1958,4,14,0.3503,1.0,0.3503,0.6497
blackhole_var15_dec,9_features_timeseries_60_sec.csv,435,14,6,0.1772,4,14,1.0,1.0,1.0,0.0
blackhole_var15_oo,10_features_timeseries_60_sec.csv,305,14,6,0.2302,4,14,0.3894,0.3333,0.0,0.056
blackhole_var15_oo,11_features_timeseries_60_sec.csv,305,14,6,0.2016,4,14,0.1154,0.3333,0.0,0.2179
blackhole_var15_oo,12_features_timeseries_60_sec.csv,305,14,6,0.2039,4,14,0.1687,0.3333,0.0,0.1647
blackhole_var15_oo,13_features_timeseries_60_sec.csv,304,14,6,0.1924,4,14,0.266,0.3333,0.0,0.0674
blackhole_var15_oo,14_features_timeseries_60_sec.csv,305,14,6,0.2176,4,14,0.4298,0.3333,0.0,0.0964
blackhole_var15_oo,15_features_timeseries_60_sec.csv,305,14,6,0.2026,4,14,0.25,0.3333,0.0,0.0833
blackhole_var15_oo,16_features_timeseries_60_sec.csv,304,14,6,0.2325,4,14,0.2737,0.3333,0.0,0.0596
blackhole_var15_oo,17_features_timeseries_60_sec.csv,305,14,6,0.2625,4,14,0.4851,0.7501,0.303,0.265
blackhole_var15_oo,18_features_timeseries_60_sec.csv,305,14,6,0.2076,4,14,0.4926,0.3333,0.0,0.1593
blackhole_var15_oo,19_features_timeseries_60_sec.csv,305,14,6,0.2188,4,14,1.0,0.9448,0.3839,0.0552
blackhole_var15_oo,1_features_timeseries_60_sec.csv,305,14,6,0.195,4,14,0.2737,0.3333,0.0,0.0596
blackhole_var15_oo,20_features_timeseries_60_sec.csv,305,14,6,0.277,4,14,1.0,0.5819,0.1786,0.4181
blackhole_var15_oo,2_features_timeseries_60_sec.csv,305,14,6,0.2236,4,14,0.2581,0.3333,0.0,0.0753
blackhole_var15_oo,3_features_timeseries_60_sec.csv,305,14,6,0.2478,4,14,0.4889,0.3356,0.3365,0.1533
blackhole_var15_oo,4_features_timeseries_60_sec.csv,305,14,6,0.2425,4,14,0.2959,0.3333,0.0,0.0374
blackhole_var15_oo,5_features_timeseries_60_sec.csv,305,14,6,0.1873,4,14,1.0,0.3333,0.266,0.6667
blackhole_var15_oo,6_features_timeseries_60_sec.csv,305,14,6,0.1787,4,14,0.3551,0.3333,0.0,0.0218
blackhole_var15_oo,7_features_timeseries_60_sec.csv,305,14,6,0.1991,4,14,0.2333,0.3333,0.0,0.1
blackhole_var15_oo,8_features_timeseries_60_sec.csv,305,14,6,0.2178,4,14,0.0,0.4433,0.0,0.4433
blackhole_var15_oo,9_features_timeseries_60_sec.csv,305,14,6,0.1704,4,14,0.3301,0.3333,0.0,0.0032
blackhole_var20_base,10_features_timeseries_60_sec.csv,430,14,6,0.2132,4,14,0.3631,0.3333,0.0,0.0297
blackhole_var20_base,11_features_timeseries_60_sec.csv,430,14,6,0.1995,4,14,0.2857,0.3333,0.0,0.0476
blackhole_var20_base,12_features_timeseries_60_sec.csv,430,14,6,0.1721,4,14,0.3464,0.3333,0.0,0.0131
blackhole_var20_base,13_features_timeseries_60_sec.csv,430,14,6,0.1877,4,14,1.0,1.0,1.0,0.0
blackhole_var20_base,14_features_timeseries_60_sec.csv,430,14,6,0.2091,4,14,1.0,1.0,1.0,0.0
blackhole_var20_base,15_features_timeseries_60_sec.csv,430,14,6,0.177,4,14,1.0,1.0,1.0,0.0
blackhole_var20_base,16_features_timeseries_60_sec.csv,430,14,6,0.1959,4,14,1.0,0.9408,1.0,0.0592
blackhole_var20_base,17_features_timeseries_60_sec.csv,430,14,6,0.1637,4,14,0.4253,0.9256,0.422,0.5003
blackhole_var20_base,18_features_timeseries_60_sec.csv,430,14,6,0.1837,4,14,1.0,1.0,1.0,0.0
blackhole_var20_base,19_features_timeseries_60_sec.csv,430,14,6,0.1813,4,14,0.3056,0.3333,0.0,0.0278
blackhole_var20_base,1_features_timeseries_60_sec.csv,430,14,6,0.1724,4,14,0.0,0.7063,0.0,0.7063
blackhole_var20_base,20_features_timeseries_60_sec.csv,430,14,6,0.2007,4,14,0.3671,0.3333,0.0,0.0338
blackhole_var20_base,2_features_timeseries_60_sec.csv,430,14,6,0.2176,4,14,1.0,1.0,1.0,0.0
blackhole_var20_base,3_features_timeseries_60_sec.csv,430,14,6,0.1836,4,14,1.0,1.0,0.4286,0.0
blackhole_var20_base,4_features_timeseries_60_sec.csv,430,14,7,0.1964,4,14,1.0,0.997,1.0,0.003
blackhole_var20_base,5_features_timeseries_60_sec.csv,430,14,6,0.1697,4,14,1.0,1.0,1.0,0.0
blackhole_var20_base,6_features_timeseries_60_sec.csv,430,14,6,0.1442,5,14,0.4975,1.0,0.4975,0.5025
blackhole_var20_base,7_features_timeseries_60_sec.csv,430,14,6,0.1979,4,14,1.0,1.0,1.0,0.0
blackhole_var20_base,8_features_timeseries_60_sec.csv,430,14,6,0.1953,4,14,0.3056,0.3333,0.0,0.0278
blackhole_var20_base,9_features_timeseries_60_sec.csv,430,14,6,0.2022,4,14,0.1736,0.3333,0.0,0.1598
blackhole_var20_dec,10_features_timeseries_60_sec.csv,436,14,6,0.1971,4,14,1.0,1.0,1.0,0.0
blackhole_var20_dec,11_features_timeseries_60_sec.csv,435,14,6,0.2217,4,14,0.2817,0.3333,0.0,0.0516
blackhole_var20_dec,12_features_timeseries_60_sec.csv,436,14,6,0.178,4,14,1.0,1.0,0.49,0.0
blackhole_var20_dec,13_features_timeseries_60_sec.csv,436,14,6,0.1952,4,14,1.0,1.0,1.0,0.0
blackhole_var20_dec,14_features_timeseries_60_sec.csv,436,14,7,0.1783,4,14,1.0,1.0,1.0,0.0
blackhole_var20_dec,15_features_timeseries_60_sec.csv,436,14,6,0.1822,4,14,0.4822,0.3333,0.0642,0.1489
blackhole_var20_dec,16_features_timeseries_60_sec.csv,435,14,6,0.2306,4,14,0.4874,0.3333,0.0,0.1541
blackhole_var20_dec,17_features_timeseries_60_sec.csv,436,14,6,0.1934,4,14,0.3585,0.3333,0.0,0.0252
blackhole_var20_dec,18_features_timeseries_60_sec.csv,436,14,6,0.1665,4,14,1.0,1.0,1.0,0.0
blackhole_var20_dec,19_features_timeseries_60_sec.csv,435,14,6,0.1648,4,14,1.0,1.0,1.0,0.0
blackhole_var20_dec,1_features_timeseries_60_sec.csv,436,14,6,0.2046,4,14,0.2817,0.3333,0.0,0.0516
blackhole_var20_dec,20_features_timeseries_60_sec.csv,435,14,6,0.2054,4,14,0.4035,0.3333,0.0,0.0702
blackhole_var20_dec,2_features_timeseries_60_sec.csv,435,14,6,0.1793,4,14,0.0,0.756,0.0,0.756
blackhole_var20_dec,3_features_timeseries_60_sec.csv,436,14,6,0.2039,4,14,1.0,0.995,0.4516,0.005
blackhole_var20_dec,4_features_timeseries_60_sec.csv,436,14,6,0.2271,4,14,0.1356,0.3333,0.0,0.1977
blackhole_var20_dec,5_features_timeseries_60_sec.csv,436,14,6,0.2148,4,14,0.4742,0.3333,0.0,0.1409
blackhole_var20_dec,6_features_timeseries_60_sec.csv,436,14,6,0.2158,4,14,0.3625,0.3333,0.0,0.0292
blackhole_var20_dec,7_features_timeseries_60_sec.csv,436,14,6,0.2131,4,14,0.3892,0.3333,0.0,0.0559
blackhole_var20_dec,8_features_timeseries_60_sec.csv,436,14,6,0.1938,4,14,1.0,1.0,1.0,0.0
blackhole_var20_dec,9_features_timeseries_60_sec.csv,436,14,6,0.2167,4,14,0.1053,0.3333,0.0,0.2281
blackhole_var20_oo,10_features_timeseries_60_sec.csv,305,14,6,0.2103,4,14,0.1375,0.3333,0.0,0.1958
blackhole_var20_oo,11_features_timeseries_60_sec.csv,305,14,6,0.2154,4,14,0.1687,0.3333,0.0,0.1647
blackhole_var20_oo,12_features_timeseries_60_sec.csv,305,14,6,0.2105,4,14,0.4692,0.3333,0.0,0.1359
blackhole_var20_oo,13_features_timeseries_60_sec.csv,305,14,6,0.1923,4,14,0.303,0.3333,0.0,0.0303
blackhole_var20_oo,14_features_timeseries_60_sec.csv,305,14,6,0.2214,4,14,0.1882,0.3333,0.0,0.1451
blackhole_var20_oo,15_features_timeseries_60_sec.csv,305,14,6,0.1917,4,14,0.1375,0.3333,0.0,0.1958
blackhole_var20_oo,16_features_timeseries_60_sec.csv,305,14,6,0.2294,4,14,1.0,0.3333,0.0,0.6667
blackhole_var20_oo,17_features_timeseries_60_sec.csv,305,14,6,0.2066,4,14,0.4926,0.3356,0.3235,0.1571
blackhole_var20_oo,18_features_timeseries_60_sec.csv,305,14,6,0.2092,4,14,1.0,0.7572,0.3551,0.2428
blackhole_var20_oo,19_features_timeseries_60_sec.csv,305,14,6,0.218,4,14,0.4889,0.3333,0.0,0.1556
blackhole_var20_oo,1_features_timeseries_60_sec.csv,305,14,6,0.2029,4,14,0.1375,0.3333,0.0,0.1958
blackhole_var20_oo,20_features_timeseries_60_sec.csv,305,14,6,0.2627,4,14,0.4889,0.5667,0.3168,0.0778
blackhole_var20_oo,2_features_timeseries_60_sec.csv,304,14,6,0.2154,4,14,0.2418,0.3333,0.0,0.0916
blackhole_var20_oo,3_features_timeseries_60_sec.csv,305,14,6,0.2114,4,14,1.0,0.3333,0.0,0.6667
blackhole_var20_oo,4_features_timeseries_60_sec.csv,305,14,6,0.2319,4,14,0.4733,0.3333,0.25,0.1399
blackhole_var20_oo,5_features_timeseries_60_sec.csv,305,14,6,0.1933,4,14,0.4926,0.3333,0.0,0.1593
blackhole_var20_oo,6_features_timeseries_60_sec.csv,305,14,6,0.2391,4,14,0.1375,0.3333,0.0,0.1958
blackhole_var20_oo,7_features_timeseries_60_sec.csv,305,14,6,0.2574,4,14,0.303,0.3333,0.0,0.0303
blackhole_var20_oo,8_features_timeseries_60_sec.csv,305,14,6,0.2069,4,14,1.0,0.7489,0.4052,0.2511
blackhole_var20_oo,9_features_timeseries_60_sec.csv,305,14,6,0.1725,4,14,0.31,0.3333,0.0,0.0233
blackhole_var5_base,10_features_timeseries_60_sec.csv,430,14,12,0.2583,4,14,1.0,1.0,1.0,0.0
blackhole_var5_base,11_features_timeseries_60_sec.csv,430,14,12,0.2364,4,14,1.0,1.0,1.0,0.0
blackhole_var5_base,12_features_timeseries_60_sec.csv,430,14,12,0.2833,4,14,0.3902,0.3333,0.0,0.0569
blackhole_var5_base,13_features_timeseries_60_sec.csv,430,14,12,0.2256,4,14,1.0,1.0,1.0,0.0
blackhole_var5_base,14_features_timeseries_60_sec.csv,430,14,12,0.2751,4,14,0.2248,0.3333,0.0099,0.1085
blackhole_var5_base,15_features_timeseries_60_sec.csv,430,14,12,0.2541,4,14,1.0,1.0,1.0,0.0
blackhole_var5_base,16_features_timeseries_60_sec.csv,430,14,12,0.2738,4,14,0.2806,0.3333,0.0,0.0528
blackhole_var5_base,17_features_timeseries_60_sec.csv,430,14,12,0.2197,4,14,1.0,1.0,1.0,0.0
blackhole_var5_base,18_features_timeseries_60_sec.csv,430,14,12,0.2572,4,14,1.0,1.0,1.0,0.0
blackhole_var5_base,19_features_timeseries_60_sec.csv,430,14,12,0.2429,4,14,0.4382,0.3333,0.0,0.1049
blackhole_var5_base,1_features_timeseries_60_sec.csv,430,14,12,0.3094,4,14,0.3711,0.3333,0.0,0.0377
blackhole_var5_base,20_features_timeseries_60_sec.csv,430,14,12,0.2576,4,14,0.187,0.3451,0.0,0.1581
blackhole_var5_base,2_features_timeseries_60_sec.csv,430,14,12,0.255,4,14,0.2308,0.3333,0.0,0.1026
blackhole_var5_base,3_features_timeseries_60_sec.csv,430,14,12,0.2408,4,14,1.0,1.0,1.0,0.0
blackhole_var5_base,4_features_timeseries_60_sec.csv,430,14,13,0.2363,4,14,1.0,0.996,1.0,0.004
blackhole_var5_base,5_features_timeseries_60_sec.csv,430,14,13,0.2634,4,14,1.0,0.988,1.0,0.012
blackhole_var5_base,6_features_timeseries_60_sec.csv,430,14,12,0.2019,4,14,1.0,0.981,1.0,0.019
blackhole_var5_base,7_features_timeseries_60_sec.csv,430,14,12,0.3008,4,14,0.422,0.3333,0.0,0.0886
blackhole_var5_base,8_features_timeseries_60_sec.csv,430,14,12,0.2985,4,14,0.3421,0.3333,0.0,0.0088
blackhole_var5_base,9_features_timeseries_60_sec.csv,430,14,12,0.2805,4,14,0.4253,0.3333,0.0,0.092
blackhole_var5_dec,10_features_timeseries_60_sec.csv,436,14,12,0.2768,4,14,0.3462,0.3333,0.0,0.0128
blackhole_var5_dec,11_features_timeseries_60_sec.csv,435,14,12,0.2194,4,14,1.0,1.0,1.0,0.0
blackhole_var5_dec,12_features_timeseries_60_sec.csv,435,14,12,0.2945,4,14,0.1905,0.3333,0.0,0.1429
blackhole_var5_dec,13_features_timeseries_60_sec.csv,436,14,12,0.2683,4,14,0.3665,0.3333,0.0,0.0331
blackhole_var5_dec,14_features_timeseries_60_sec.csv,436,14,12,0.2755,4,14,0.25,0.3333,0.0097,0.0833
blackhole_var5_dec,15_features_timeseries_60_sec.csv,435,14,12,0.2633,4,14,0.4574,0.3333,0.0,0.1241
blackhole_var5_dec,16_features_timeseries_60_sec.csv,435,14,12,0.2224,4,14,1.0,1.0,1.0,0.0
blackhole_var5_dec,17_features_timeseries_60_sec.csv,435,14,12,0.2409,4,14,1.0,1.0,1.0,0.0
blackhole_var5_dec,18_features_timeseries_60_sec.csv,436,14,12,0.2308,4,14,1.0,1.0,1.0,0.0
blackhole_var5_dec,19_features_timeseries_60_sec.csv,436,14,12,0.2582,4,14,0.3742,0.3333,0.0,0.0409
blackhole_var5_dec,1_features_timeseries_60_sec.csv,435,14,13,0.2248,4,14,1.0,0.999,1.0,0.001
blackhole_var5_dec,20_features_timeseries_60_sec.csv,436,14,12,0.2536,4,14,0.2031,0.3639,0.0097,0.1607
blackhole_var5_dec,2_features_timeseries_60_sec.csv,436,14,12,0.2858,4,14,0.15,0.3333,0.0,0.1833
blackhole_var5_dec,3_features_timeseries_60_sec.csv,436,14,12,0.2684,4,14,0.3544,0.3333,0.0,0.0211
blackhole_var5_dec,4_features_timeseries_60_sec.csv,436,14,12,0.2396,4,14,1.0,1.0,1.0,0.0
blackhole_var5_dec,5_features_timeseries_60_sec.csv,436,14,13,0.2569,4,14,1.0,0.998,1.0,0.002
blackhole_var5_dec,6_features_timeseries_60_sec.csv,435,14,12,0.1994,4,14,1.0,0.988,1.0,0.012
blackhole_var5_dec,7_features_timeseries_60_sec.csv,436,14,12,0.2784,4,14,0.3964,0.3333,0.0,0.0631
blackhole_var5_dec,8_features_timeseries_60_sec.csv,435,14,12,0.2858,4,14,0.3964,0.3333,0.0,0.0631
blackhole_var5_dec,9_features_timeseries_60_sec.csv,435,14,12,0.2754,4,14,0.4603,0.3333,0.0,0.127
blackhole_var5_oo,10_features_timeseries_60_sec.csv,305,14,12,0.2763,4,14,0.4812,0.3333,0.0,0.1479
blackhole_var5_oo,11_features_timeseries_60_sec.csv,305,14,12,0.2738,4,14,0.2418,0.3333,0.0,0.0916
blackhole_var5_oo,12_features_timeseries_60_sec.csv,305,14,12,0.3136,4,14,1.0,0.9378,0.4,0.0622
blackhole_var5_oo,13_features_timeseries_60_sec.csv,304,14,12,0.2646,4,14,0.303,0.3333,0.0,0.0303
blackhole_var5_oo,14_features_timeseries_60_sec.csv,305,14,12,0.2745,4,14,1.0,0.7012,0.4103,0.2988
blackhole_var5_oo,15_features_timeseries_60_sec.csv,305,14,12,0.276,4,14,0.2069,0.3333,0.0,0.1264
blackhole_var5_oo,16_features_timeseries_60_sec.csv,305,14,12,0.26,4,14,0.2812,0.3333,0.0,0.0521
blackhole_var5_oo,17_features_timeseries_60_sec.csv,305,14,12,0.2475,4,14,0.2887,0.3333,0.0,0.0447
blackhole_var5_oo,18_features_timeseries_60_sec.csv,305,14,12,0.286,4,14,0.2069,0.3333,0.0,0.1264
blackhole_var5_oo,19_features_timeseries_60_sec.csv,304,14,12,0.2635,4,14,1.0,0.6098,0.3429,0.3902
